name;url;locationCoordinate;locationCountry;locationRegion;elevationTopM;elevationDifferenceM;totalSlopeLengthKm;numberOfLifts;numberOfSlopes;annualSnowfallCm;id
Fukui Izumi;https://www.fukuiizumi.com/;{'lat': '35.9731', 'long': '136.2173'};Japan;Fukui Prefecture;900.0;300.0;5.0;2.0;3.0;400.0;2221735219
Stollenbach;https://www.skilifte-stollenbach.de;{'lat': '47.9330', 'long': '7.9889'};Germany;Breisgau-Hochschwarzwald;1285.0;215.0;3.8;4.0;3.0;150.0;5666042753
Grimmialp;https://www.grimmialp.ch/;{'lat': '46.6077', 'long': '7.4813'};Switzerland;Bern;1833.0;600.0;7.0;3.0;3.0;200.0;4548277759
Réallon;https://www.reallon-ski.com/;{'lat': '44.6097', 'long': '6.3517'};France;Hautes-Alpes;2146.0;586.0;30.0;6.0;6.0;250.0;4753268248
Haglebu;https://www.haglebuskisenter.no/;{'lat': '60.3521', 'long': '9.1170'};Norway;Viken;1039.0;200.0;5.0;3.0;2.0;250.0;8731056867
Sonntag-Stein;https://www.vorarlberg-alpenregion.at/de/walsertal/seilbahnen-sonntag-stein-im-biosphaerenpark-grosses-walsertal-sommer.html;{'lat': '47.2310', 'long': '9.8750'};Austria;Bludenz;1750.0;450.0;7.0;3.0;3.0;200.0;3983939816
Ancelle;https://www.ancelleski.fr/;{'lat': '44.6197', 'long': '6.1872'};France;Hautes-Alpes;1807.0;467.0;30.0;13.0;30.0;250.0;7475239215
Kappruet;https://kappruet.se/;{'lat': '62.5497', 'long': '12.5308'};Sweden;Jämtland;840.0;140.0;4.0;1.0;3.0;300.0;6889762166
Granite Peak;https://www.skigranitepeak.com/;{'lat': '44.9045', 'long': '-89.7101'};USA;Wisconsin;594.0;214.0;20.0;5.0;3.0;200.0;7046519796
Chabanon;https://www.selonnetchabanon-tourisme.fr/article-decouvrir-le-domaine.563543.40146.html;{'lat': '44.3522', 'long': '6.2617'};France;Provence-Alpes-Côte d’Azur;2025.0;479.0;40.0;12.0;21.0;250.0;1297574107
Cogolo;https://www.skipejo.it/;{'lat': '46.3299', 'long': '10.6561'};Italy;Trentino-Alto Adige (Trentino-Südtirol);1220.0;40.0;1.0;1.0;1.0;200.0;9915544466
Götschen;https://www.goetschen.com/;{'lat': '47.6445', 'long': '12.9506'};Germany;Berchtesgadener Land;1280.0;400.0;8.7;3.0;3.0;200.0;5743410308
Gillersklack;https://nyaklacken.se/;{'lat': '59.8436', 'long': '14.9910'};Sweden;Örebro;400.0;120.0;6.0;5.0;3.0;150.0;1250508475
Hunau - Bödefeld;https://www.hunaulift.de/;{'lat': '51.2300', 'long': '8.3500'};Germany;Hochsauerlandkreis;810.0;200.0;4.0;4.0;3.0;150.0;8254035673
Le Semnoz;https://www.semnoz.fr/;{'lat': '45.817927', 'long': '6.067255'};France;Haute-Savoie;1704.0;254.0;18.0;10.0;18.0;450.0;1295689500
Dagali Fjellpark;https://dagalifjellpark.no/;{'lat': '60.4103', 'long': '8.5294'};Norway;Viken;1140.0;220.0;6.0;2.0;2.0;200.0;2348819572
Zahmer Kaiser;https://www.zahmerkaiser.com/;{'lat': '47.6454', 'long': '12.3287'};Austria;Kufstein;1200.0;600.0;13.0;3.0;3.0;150.0;5105355547
Schetteregg;https://www.schetteregg.at/;{'lat': '47.4093', 'long': '9.9229'};Austria;Bezirk Bregenz;1325.0;255.0;11.0;8.0;8.0;150.0;9921507504
Vallter 2000;http://www.vallter2000.cat/;{'lat': '42.4190', 'long': '2.2767'};Spain;Girona;2535.0;576.0;16.0;8.0;3.0;150.0;9184192411
Grotli;https://www.grotli.no/;{'lat': '61.9322', 'long': '7.9264'};Norway;Innlandet;1125.0;225.0;4.5;2.0;2.0;300.0;1047704127
La Colmiane;https://www.colmiane.com/;{'lat': '44.0861', 'long': '7.1551'};France;Provence-Alpes-Côte d’Azur;1800.0;350.0;30.0;7.0;28.0;300.0;6958845772
Manza Onsen;https://www.princehotels.com/en/ski/manza_onsen/;{'lat': '36.655', 'long': '138.539'};Japan;Gunma Prefecture;1994.0;348.0;5.0;4.0;3.0;300.0;9971680209
Seven Springs;https://www.7springs.com/;{'lat': '40.0226', 'long': '-79.2930'};USA;Pennsylvania;915.0;225.0;17.0;10.0;17.0;300.0;7148275584
Willamette Pass;https://www.willamettepass.ski/;{'lat': '43.5999', 'long': '-122.0373'};USA;Oregon;2036.0;476.0;29.0;5.0;3.0;500.0;3080242247
Grövelfjäll;https://grovelfjall.se/;{'lat': '62.0830', 'long': '12.3531'};Sweden;Dalarna;920.0;160.0;6.5;5.0;6.0;300.0;6528855615
Aizu Kogen Daikurayama;http://www.daikura.net;{'lat': '37.1600', 'long': '139.6900'};Japan;Fukushima Prefecture;1200.0;362.0;11.0;5.0;11.0;400.0;8746131608
Ljosland Skisenter;http://www.ljoslandinfo.no/skisenter;{'lat': '58.6159', 'long': '7.3535'};Norway;Agder;793.0;293.0;2.0;2.0;3.0;150.0;3837406859
Mt. Ashland;https://www.mtashland.com/;{'lat': '42.0814', 'long': '-122.7175'};USA;Oregon;2286.0;354.0;13.0;4.0;13.0;600.0;8918975419
Hudson Bay Mountain;https://hudsonbaymountain.ca/;{'lat': '54.7803', 'long': '-127.2440'};Canada;British Columbia;1650.0;508.0;37.0;4.0;37.0;500.0;6887282707
Elk Mountain;https://www.elkskier.com/;{'lat': '41.7247', 'long': '-75.5542'};USA;Pennsylvania;820.0;300.0;15.0;7.0;15.0;200.0;5148660059
Itoigawa Seaside Valley;http://www.seasidevalley.com;{'lat': '37.0450', 'long': '137.8619'};Japan;Niigata Prefecture;735.0;489.0;15.0;5.0;3.0;300.0;3488265821
Skarslia;https://www.skarslia.no/;{'lat': '60.639722', 'long': '8.399444'};Norway;Viken;1110.0;210.0;1.1;2.0;1.0;200.0;9997081149
Massif du Sud;https://massifdusud.net/;{'lat': '46.5081', 'long': '-70.3845'};Canada;Quebec;915.0;400.0;25.0;2.0;24.0;600.0;2884246043
Belchen;https://www.belchen-seilbahn.de/;{'lat': '47.8336', 'long': '7.8592'};Germany;Lörrach;1363.0;263.0;8.0;1.0;2.0;200.0;8032262566
Antagnod;https://monterosaski.eu/;{'lat': '45.8061', 'long': '7.7370'};Italy;Aosta Valley;2307.0;577.0;15.0;2.0;3.0;300.0;5544516856
Monte Amiata;https://amiataneve.it/;{'lat': '42.8972', 'long': '11.6153'};Italy;Tuscany;1738.0;368.0;10.0;7.0;3.0;300.0;9728579670
Hasamäki;https://www.hasamaki.fi/;{'lat': '61.93', 'long': '27.85'};Finland;Etelä-Savo;160.0;50.0;1.6;2.0;1.0;500.0;8809153680
Spieserlifte;https://www.spieserlifte.de;{'lat': '47.5420', 'long': '10.4057'};Germany;Oberallgäu;1350.0;295.0;7.0;4.0;3.0;120.0;9406846512
Hounokidaira;https://hounoki-daira.com/;{'lat': '36.2301', 'long': '137.5619'};Japan;Gifu Prefecture;1550.0;350.0;5.0;4.0;3.0;300.0;9305396838
Hoodoo Ski Area;https://skihoodoo.com/;{'lat': '44.4081', 'long': '-121.8731'};USA;Oregon;1740.0;310.0;17.0;5.0;3.0;550.0;2298001851
Renåfjellet;https://renaafjellet.no/;{'lat': '61.8325', 'long': '11.3658'};Norway;Innlandet;858.0;221.0;6.0;1.0;6.0;200.0;1955530250
Oze Tokura;https://www.ozetokura.co.jp/snowpark/;{'lat': '36.9710', 'long': '139.2134'};Japan;Gunma Prefecture;1408.0;318.0;7.4;7.0;7.0;300.0;2295387514
Bielmonte;https://www.oasizegna.com/it/bielmonte-inverno/;{'lat': '45.6129', 'long': '8.1012'};Italy;Piedmont;1621.0;392.0;20.0;7.0;3.0;150.0;2675957813
Laajis;https://www.laajis.fi/;{'lat': '62.2464', 'long': '25.6948'};Finland;Länsi-Suomen lääni;224.0;89.0;4.8;5.0;4.0;70.0;8902008900
Haldenköpfe;https://skilifte-haldenkoepfle.de/;{'lat': '47.9268', 'long': '7.9775'};Germany;Breisgau-Hochschwarzwald;1265.0;125.0;5.0;3.0;2.0;150.0;7831976131
Les Paccots;http://www.station-les-paccots.ch/;{'lat': '46.5047', 'long': '6.9443'};Switzerland;Fribourg;1593.0;528.0;9.0;11.0;9.0;150.0;4064681982
LeMelette;https://www.lemelette.it/;{'lat': '45.8841', 'long': '11.5545'};Italy;Venetia (Veneto);1733.0;320.0;18.0;4.0;18.0;250.0;9026249780
Zao Sumikawa;http://www.zao-sumikawa.jp;{'lat': '38.1299', 'long': '140.4898'};Japan;Miyagi Prefecture;1376.0;264.0;8.0;3.0;3.0;500.0;8445850284
Kirigamine;http://www.suwanet.net/~kirigamine/ski.htm;{'lat': '36.0942', 'long': '138.1911'};Japan;Nagano Prefecture;1650.0;50.0;1.0;2.0;3.0;300.0;5697931388
Pats Peak;https://www.patspeak.com/;{'lat': '43.1645', 'long': '-71.8228'};USA;New Hampshire;426.0;246.0;33.0;9.0;33.0;150.0;9774762349
Le Mont Grand-Fonds;https://montgrandfonds.com/;{'lat': '47.653078', 'long': '-70.093463'};Canada;Quebec;735.0;335.0;24.0;3.0;37.0;400.0;5129002584
Alpe Devero;https://vividevero.it/;{'lat': '46.2903', 'long': '8.2331'};Italy;Piedmont;2240.0;600.0;8.0;3.0;3.0;300.0;2235186068
Pian del Falco;https://www.cimonesci.it/;{'lat': '44.2329', 'long': '10.7746'};Italy;Emilia-Romagna;1360.0;340.0;1.3;2.0;2.0;70.0;6152769440
Kurumayama Kogen;https://winter.kurumayama-skypark.com/;{'lat': '36.0738', 'long': '138.2239'};Japan;Nagano Prefecture;1907.0;337.0;6.0;5.0;3.0;200.0;4644527107
Mont Orignal;https://www.montorignal.com/;{'lat': '46.4389', 'long': '-70.5236'};Canada;Quebec;612.0;296.0;15.0;3.0;14.0;450.0;8478604445
Kazawa;http://www.kazawa.com;{'lat': '36.6443', 'long': '138.6532'};Japan;Gunma Prefecture;1672.0;322.0;5.6;6.0;3.0;300.0;2284654235
Mont Blanc;https://www.skimontblanc.com/;{'lat': '46.1167', 'long': '-74.5000'};Canada;Quebec;556.0;210.0;35.0;5.0;41.0;400.0;1405644762
Iox Arosa;http://www.iox-arosa.jp/;{'lat': '36.6529', 'long': '136.9349'};Japan;Toyama Prefecture;850.0;500.0;12.0;6.0;3.0;300.0;2317473253
Burke Mountain;https://skiburke.com/;{'lat': '44.5872', 'long': '-71.9331'};USA;Vermont;975.0;604.0;10.0;5.0;10.0;300.0;9203835941
Herzogstand;https://www.herzogstandbahn.de/wintersport-am-herzogstand;{'lat': '47.5997', 'long': '11.3242'};Germany;Bad Tölz-Wolfratshausen;1634.0;825.0;6.0;2.0;3.0;100.0;4396162216
Kusatsu Onsen;https://www.932-onsen.com/;{'lat': '36.6226', 'long': '138.6042'};Japan;Gunma Prefecture;1600.0;355.0;9.7;9.0;9.0;300.0;7342410971
Sysendalen;https://www.sysendalen.no/;{'lat': '60.4200', 'long': '7.2467'};Norway;Vestland;990.0;210.0;3.0;2.0;3.0;400.0;2334533560
Zinkenlifte;https://www.duerrnberg.at/;{'lat': '47.6350', 'long': '13.0831'};Austria;Hallein;1321.0;484.0;8.0;3.0;3.0;200.0;9598946121
Golsfjellet;https://www.golsfjelletalpinsenter.no/;{'lat': '60.7010', 'long': '8.9538'};Norway;Viken;1150.0;280.0;4.0;2.0;3.0;150.0;3004752855
Hohenbogen;https://hohenbogen.de/;{'lat': '49.2285', 'long': '12.9733'};Germany;Cham;1050.0;393.0;6.5;4.0;3.0;150.0;3688778950
Chateau Shiozawa;http://www.chateau-shiozawa.jp/;{'lat': '37.0787', 'long': '138.5174'};Japan;Niigata Prefecture;579.0;369.0;10.0;4.0;10.0;400.0;5165542296
Alto Campoo;https://altocampoo.com/;{'lat': '43.0047', 'long': '-4.3292'};Spain;Cantabria;2120.0;470.0;28.0;13.0;3.0;150.0;9039051037
Le Mourtis;https://le-mourtis.haute-garonne-montagne.com/;{'lat': '42.8875', 'long': '0.7347'};France;Haute-Garonne;1860.0;440.0;23.0;9.0;15.0;300.0;8449865099
Rigi-Scheidegg/Burggeist;https://www.rigi-scheidegg.ch/;{'lat': '47.0589', 'long': '8.5189'};Switzerland;Canton of Schwyz;1656.0;644.0;5.0;5.0;5.0;200.0;6147772046
Etna Nord - Linguaglossa;https://www.funiviaetna.com/;{'lat': '37.7727', 'long': '15.0327'};Italy;Sicily;2336.0;526.0;10.0;4.0;3.0;200.0;3182005612
Simonhöhe;https://www.simonhoehe.at/;{'lat': '46.7821', 'long': '14.1421'};Austria;Bezirk Feldkirchen;1340.0;298.0;15.0;7.0;7.0;150.0;1773191743
Gresse en Vercors;https://www.gresse-en-vercors.fr/domaine-alpin/;{'lat': '44.9064', 'long': '5.5560'};France;Isère;1751.0;506.0;20.0;10.0;16.0;250.0;7409597127
Norn Minakami;https://www.norn.co.jp/;{'lat': '36.7875', 'long': '138.9611'};Japan;Gunma Prefecture;1220.0;400.0;4.7;4.0;3.0;250.0;7345916891
Spring Valley Izumi Kogen;https://www.springvalley.co.jp/;{'lat': '38.3888', 'long': '140.6308'};Japan;Miyagi Prefecture;959.0;272.0;6.0;4.0;3.0;300.0;3486417085
Saku Ski Garden Parada;https://www.saku-parada.jp/;{'lat': '36.2267', 'long': '138.4954'};Japan;Nagano Prefecture;1050.0;270.0;5.0;8.0;5.0;300.0;3749315745
Skizentrum Pfronten;https://skizentrum.pfronten.de/;{'lat': '47.5886', 'long': '10.5639'};Germany;Ostallgäu;1232.0;382.0;2.8;6.0;3.0;80.0;1401934528
Sampeyre;https://sampeyre365.it/;{'lat': '44.5839', 'long': '7.3169'};Italy;Piedmont;1860.0;880.0;17.0;2.0;3.0;200.0;2435109509
La Serra;https://www.jurasurleman.com;{'lat': '46.4021', 'long': '5.9946'};France;Bourgogne-Franche-Comté;1452.0;272.0;12.0;6.0;3.0;350.0;8518303868
Abisko;https://www.svenskaturistforeningen.se/anlaggningar/stf-abisko-fjallstation/;{'lat': '68.3588', 'long': '18.7836'};Sweden;Norrbotten;900.0;500.0;2.0;1.0;1.0;200.0;9296023259
Esashi Shiei Koeji;https://www.skiresort.info/ski-resort/esashi-shiei-koeji/;{'lat': '39.1619', 'long': '141.1365'};Japan;Iwate Prefecture;698.0;211.0;8.0;4.0;7.0;300.0;7629577072
Snow Dome Bispingen;https://www.abenteuer-resort.de/skihalle/;{'lat': '53.1206', 'long': '10.0082'};Germany;Heidekreis;122.0;40.0;0.3;3.0;1.0;0.0;6745078759
Valdelinares;https://www.javalambre-valdelinares.com/;{'lat': '40.4105', 'long': '-0.5833'};Spain;Aragon;1979.0;242.0;17.0;9.0;17.0;150.0;3415205697
Pleasant Mountain;https://www.pleasantmountain.com/;{'lat': '44.0583', 'long': '-70.7519'};USA;Maine;550.0;390.0;23.0;6.0;23.0;250.0;5526110171
Hirnkopf – Flattnitz;https://www.gloednitz.com/tourismus/erlebniswelt/wintersport-flattnitz/;{'lat': '46.9797', 'long': '13.8846'};Austria;Sankt Veit an der Glan;1840.0;440.0;11.0;5.0;3.0;150.0;9226980227
Big Powderhorn Mountain;https://bigpowderhorn.net/;{'lat': '46.5349', 'long': '-90.0881'};USA;Michigan;540.0;190.0;10.0;11.0;3.0;350.0;9699432132
Utopia Saioto;https://www.saioto.co.jp/;{'lat': '34.9907', 'long': '133.0051'};Japan;Hiroshima;1150.0;415.0;12.0;6.0;12.0;200.0;7538416246
Mount St. Louis – Moonstone;https://www.mountstlouis.com/;{'lat': '44.592820', 'long': '-79.735090'};Canada;Ontario;382.0;154.0;20.0;12.0;20.0;250.0;9782906116
St. Oswald (Kartitsch);https://kartitscher-liftgesellschaft.jimdofree.com/;{'lat': '46.7264', 'long': '12.5475'};Austria;Lienz;1820.0;464.0;4.0;3.0;3.0;150.0;9981565016
Münstertal-Wieden;https://www.skilifte-muenstertal-wieden.de/;{'lat': '47.8348', 'long': '7.8226'};Germany;Breisgau-Hochschwarzwald;1240.0;360.0;10.0;6.0;10.0;100.0;2099827894
Minakami Kogen;https://www.minakami-ski.jp/;{'lat': '36.7756', 'long': '138.9971'};Japan;Gunma Prefecture;1248.0;398.0;8.0;4.0;3.0;300.0;4713377898
Vestvatn;https://www.vestvatn.no/;{'lat': '67.1712', 'long': '15.0138'};Norway;Nordland;490.0;310.0;6.0;3.0;3.0;300.0;8786872370
Alpine Ski Club;https://alpineskiclub.com/;{'lat': '44.4979', 'long': '-80.3053'};Canada;Ontario;450.0;220.0;20.0;5.0;3.0;300.0;9085282285
Koumi Re-Ex Ski Valley;https://koumireex-skivalley.com/;{'lat': '36.0333', 'long': '138.45'};Japan;Nagano Prefecture;1780.0;380.0;4.0;6.0;3.0;300.0;8681352892
Hida Kawai;https://hidakawai.com/;{'lat': '36.0592', 'long': '137.1884'};Japan;Gifu Prefecture;1202.0;349.0;7.0;4.0;7.0;200.0;8476878454
SnowWorld Amnéville;https://www.snowworld.com/amneville;{'lat': '49.245', 'long': '6.137'};France;Moselle;280.0;80.0;0.7;1.0;2.0;50.0;8520890571
Mehliskopf;https://www.mehliskopf.de/;{'lat': '48.6305', 'long': '8.2231'};Germany;Rastatt;1008.0;183.0;1.5;5.0;3.0;120.0;1636194587
Autrans – La Sure;https://station.autrans-meaudre.fr/;{'lat': '45.1857', 'long': '5.5288'};France;Isère;1710.0;660.0;20.0;7.0;3.0;250.0;9263229558
La Forclaz;https://www.valdherens.ch/fr/espace-dent-blanche-secteur-la-forclaz-fp42184;{'lat': '46.1133', 'long': '7.5186'};Switzerland;Valais;2200.0;470.0;15.0;3.0;15.0;400.0;3142959567
Schauinsland-Hofsgrund;https://www.skilifte-hofsgrund.de/;{'lat': '47.9194', 'long': '7.8614'};Germany;Breisgau-Hochschwarzwald;1200.0;250.0;2.5;6.0;3.0;120.0;4910311283
Spiazzi di Gromo;https://www.spiazzidigromo.it/;{'lat': '45.9575', 'long': '9.9186'};Italy;Lombardy;1705.0;549.0;15.0;4.0;3.0;200.0;5611875168
Passo Maniva;https://www.manivaski.it/;{'lat': '45.8578', 'long': '10.2940'};Italy;Lombardy;2064.0;404.0;30.0;9.0;9.0;150.0;9467790485
Yonezawa;https://www.yonezawa-ski.co.jp/;{'lat': '37.9237', 'long': '140.1046'};Japan;Yamagata Prefecture;710.0;229.0;5.0;5.0;0.0;500.0;2738098245
Le Noirmont;https://www.jurasurleman.com;{'lat': '46.4789', 'long': '6.0553'};France;Bourgogne-Franche-Comté;1567.0;477.0;8.0;6.0;7.0;200.0;5422004997
Katzenkopf;https://www.katzenkopf-leutasch.at/;{'lat': '47.3695', 'long': '11.1513'};Austria;Innsbruck-Land;1363.0;223.0;5.2;3.0;3.0;250.0;8139839294
Sky Valley;https://skyvalley.jp/;{'lat': '35.4800', 'long': '135.7740'};Japan;Hyōgo Prefecture;1007.0;500.0;13.0;5.0;3.0;200.0;3961930412
Les Planards;https://www.planards.fr/;{'lat': '45.930781', 'long': '6.874082'};France;Haute-Savoie;1249.0;187.0;2.5;4.0;4.0;500.0;7578676731
Hochschwarzeck;https://www.hochschwarzeck.info;{'lat': '47.6075', 'long': '12.9102'};Germany;Berchtesgadener Land;1390.0;370.0;4.0;3.0;3.0;150.0;7965671940
Storklinten;https://www.storklinten.se;{'lat': '66.0811', 'long': '20.8836'};Sweden;Norrbotten;240.0;180.0;7.0;4.0;7.0;300.0;6733329805
Feldis;https://www.viamala.ch/de/entdecken/feldis-winter;{'lat': '46.8330', 'long': '9.4330'};Switzerland;Graubünden;1996.0;516.0;10.0;4.0;3.0;150.0;4121179727
Belleayre Mountain;https://www.belleayre.com/;{'lat': '42.1383', 'long': '-74.5047'};USA;New York;1045.0;428.0;20.0;8.0;50.0;250.0;9677544463
Ratzi;https://ratzi.ch/;{'lat': '46.880979', 'long': '8.773996'};Switzerland;Uri;1840.0;890.0;3.6;2.0;3.0;150.0;9306910936
Frontignano 360;https://www.frontignano360.it/;{'lat': '42.9467', 'long': '13.1011'};Italy;Marche;2000.0;898.0;4.5;3.0;3.0;100.0;2494133101
Sangiacomo-Monte Alpet;https://www.sangiacomocardiniski.com/;{'lat': '44.2926', 'long': '7.8181'};Italy;Piedmont;1611.0;513.0;35.0;8.0;13.0;250.0;1661834088
Ochsenkopf;http://www.ochsenkopf.info/;{'lat': '50.0348', 'long': '11.8452'};Germany;Bayreuth;1024.0;365.0;4.7;4.0;3.0;70.0;3022441362
Svarstad;https://www.skiresort.info/ski-resort/svarstad/;{'lat': '59.3699', 'long': '9.9034'};Norway;Vestfold og Telemark;420.0;240.0;9.0;3.0;3.0;150.0;8541367309
Aillons-Margériaz;https://www.lesaillons.com/;{'lat': '45.6186', 'long': '6.0837'};France;Savoie;1785.0;415.0;24.0;10.0;24.0;200.0;3386453248
Hummelfjell;https://rorosalpinsenter.no/;{'lat': '62.5131', 'long': '11.2172'};Norway;Innlandet;870.0;210.0;6.0;4.0;6.0;200.0;9562572271
Haystack Mountain;https://www.hermitageclub.com/;{'lat': '42.8834', 'long': '-72.8932'};USA;Vermont;975.0;425.0;19.0;5.0;19.0;250.0;4101477301
Sainte-Anne la Condamine;https://www.ubaye.com/domaine-skiable-sainte-anne.html;{'lat': '44.4094', 'long': '6.7396'};France;Provence-Alpes-Côte d’Azur;2400.0;570.0;31.0;6.0;10.0;300.0;2406686655
Hakodateyama;https://www.hakodateyama.com/;{'lat': '35.4358', 'long': '136.0749'};Japan;Shiga;691.0;139.0;3.0;8.0;3.0;250.0;7236650955
La Pinilla;https://www.lapinilla.es/;{'lat': '41.2028', 'long': '-3.4692'};Spain;Province of Segovia;2036.0;552.0;21.0;11.0;20.0;150.0;2606309153
Cherry Peak;https://www.skicherrypeak.us/;{'lat': '41.9333', 'long': '-111.6703'};USA;Utah;2635.0;385.0;20.0;3.0;20.0;600.0;6362021307
Sugar Mountain;http://www.skisugar.com;{'lat': '36.1280', 'long': '-81.8707'};USA;North Carolina;1589.0;340.0;14.0;7.0;14.0;120.0;5676484893
Les Rasses;http://www.ski-vaud.ch;{'lat': '46.8174', 'long': '6.5036'};Switzerland;Vaud;1565.0;423.0;20.0;9.0;10.0;200.0;5614443574
Aeschiried;https://skilift-aeschiried.ch/;{'lat': '46.6788', 'long': '7.7369'};Switzerland;Bern;1389.0;462.0;9.0;3.0;2.0;250.0;9287198870
St. Mary;https://stmary-338.com/;{'lat': '38.163523', 'long': '140.667435'};Japan;Miyagi Prefecture;950.0;502.0;3.2;5.0;3.0;300.0;5292135208
Sternstein;https://www.sternstein.at/;{'lat': '48.524444', 'long': '14.288056'};Austria;Bezirk Urfahr-Umgebung;1102.0;288.0;5.0;3.0;3.0;120.0;6959169693
Sipapu;https://www.sipapu.ski/;{'lat': '36.1542', 'long': '-105.5410'};USA;New Mexico;2825.0;325.0;18.0;5.0;18.0;500.0;8459686176
Dombås;https://www.trolltun.no/skiheiser?utm_source=skiresort&utm_medium=skiresort&utm_campaign=skiresort;{'lat': '62.0715', 'long': '9.1261'};Norway;Innlandet;1090.0;338.0;8.5;2.0;2.0;250.0;6169005678
Ojiro;https://www.ojiro.or.jp/;{'lat': '35.3495', 'long': '134.5573'};Japan;Hyōgo Prefecture;900.0;300.0;6.0;4.0;4.0;300.0;7988660298
Wisp;https://www.wispresort.com/;{'lat': '39.557329', 'long': '-79.363426'};USA;Maryland;950.0;214.0;16.0;8.0;26.0;300.0;4436500110
Karkogel;https://karkogel.abtenau-info.at/winter/skigebiet-karkogel-sonnleiten/;{'lat': '47.5578', 'long': '13.3403'};Austria;Hallein;1200.0;488.0;9.0;5.0;3.0;150.0;2227328808
Nordic Valley;https://www.nordicvalley.ski/;{'lat': '41.292677', 'long': '-111.907896'};USA;Utah;2153.0;521.0;9.0;4.0;9.0;250.0;8591073618
Ascou Pailhères;https://www.ascou.ski/;{'lat': '42.7341', 'long': '1.9236'};France;Ariège;2058.0;578.0;20.0;7.0;20.0;200.0;7705735216
Spitzenberg/Köpfe;https://www.bernau-schwarzwald.de/eip/pages/pisten.php;{'lat': '47.8034', 'long': '8.0181'};Germany;Waldshut;1069.0;163.0;7.0;4.0;3.0;150.0;9429525538
Asahi Shizen;http://www.shizenkan.jp/winter;{'lat': '38.4176', 'long': '140.0200'};Japan;Yamagata Prefecture;760.0;320.0;3.5;4.0;3.0;350.0;3586715949
Rauma;https://raumaskisenter.com/;{'lat': '62.5183', 'long': '7.7151'};Norway;Møre og Romsdal;620.0;302.0;4.0;1.0;3.0;300.0;1390361448
Pescasseroli;http://www.sciareapescasseroli.it/;{'lat': '41.8066', 'long': '13.7824'};Italy;Abruzzo;1820.0;585.0;8.0;5.0;3.0;120.0;2085208392
Eikerapen;http://www.eikerapen.info/;{'lat': '58.5994', 'long': '7.3861'};Norway;Agder;641.0;260.0;1.6;1.0;1.0;300.0;3302227294
Arctic Valley;https://arcticvalley.org/;{'lat': '61.2487', 'long': '-149.5850'};USA;Alaska;1188.0;426.0;25.0;4.0;25.0;500.0;7638300785
Svanstein;https://svansteinskiresort.se/;{'lat': '66.8667', 'long': '23.5167'};Sweden;Norrbotten;321.0;226.0;9.0;4.0;9.0;200.0;7554636707
Bugnenets-Savagnières;https://www.chasseral-snow.ch/;{'lat': '47.1057', 'long': '6.9578'};Switzerland;Bern;1449.0;371.0;30.0;8.0;3.0;120.0;9290047080
Montage Mountain;https://www.montagemountainresorts.com/;{'lat': '41.3577', 'long': '-75.6595'};USA;Pennsylvania;594.0;309.0;9.5;5.0;26.0;120.0;7861006906
Pippu;https://www.town.pippu.hokkaido.jp/ski/top.html;{'lat': '43.8729', 'long': '142.4961'};Japan;Hokkaido;566.0;320.0;11.0;7.0;11.0;500.0;7408248456
Lorica;http://www.prolocolorica.it/?page_id=546;{'lat': '39.3286', 'long': '16.3744'};Italy;Calabria;1877.0;472.0;20.0;4.0;6.0;150.0;1293495790
Knyken;https://www.orkdal-il.no/;{'lat': '63.2419', 'long': '9.8281'};Norway;Trøndelag;383.0;139.0;3.0;3.0;3.0;200.0;5147552759
Edelweiss;https://edelsnow.com/;{'lat': '36.7644', 'long': '139.6488'};Japan;Tochigi Prefecture;1478.0;228.0;9.0;5.0;10.0;250.0;1076205227
Ålen Skisenter;https://aalenskisenter.no/;{'lat': '62.8352', 'long': '11.3260'};Norway;Trøndelag;726.0;336.0;8.0;2.0;3.0;200.0;8360214204
La Sambuy;https://www.lasambuy.com/;{'lat': '45.7153', 'long': '6.2458'};France;Haute-Savoie;1851.0;701.0;10.0;5.0;10.0;300.0;7366048979
Monte Bue;http://www.montebue.com/;{'lat': '44.5500', 'long': '9.4833'};Italy;Liguria;1785.0;521.0;4.0;3.0;3.0;200.0;4594732074
Magic Mountain;https://www.magicmtn.com/;{'lat': '43.2026', 'long': '-72.9009'};USA;Vermont;868.0;518.0;23.0;5.0;23.0;250.0;8176386980
